1	1	0	1.648	-1	-1	-1	-1	0	1	0	1	0	0	1	0
1	1	1	0.989	-1	0	0	1	1	0	0	1	0	1	0	0
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	2	1	0.33	-1	0	0	1	0	0	1	1	-1	-1	-1	0
1	2	0	0.33	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0
1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	3	1	0.989	-1	1	0	0	1	0	0	1	0	1	0	0
1	3	0	2.307	-1	0	1	0	0	0	1	1	0	0	1	0
1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	4	1	2.307	1	0	1	0	0	0	1	1	-1	-1	-1	0
1	4	0	0.989	-1	0	0	1	0	0	1	-1	0	0	1	0
1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	5	1	2.307	1	1	0	0	1	0	0	-1	1	0	0	0
1	5	0	0.989	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0
1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	6	0	0.989	-1	0	1	0	0	0	1	-1	0	0	1	0
1	6	1	2.307	1	1	0	0	-1	-1	-1	1	0	1	0	0
1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	7	1	0.989	1	1	0	0	0	1	0	1	0	0	1	0
1	7	0	0.33	-1	-1	-1	-1	0	1	0	-1	1	0	0	0
1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	8	0	2.307	-1	0	1	0	-1	-1	-1	1	1	0	0	0
1	8	1	1.648	-1	1	0	0	0	1	0	1	1	0	0	0
1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	9	1	1.648	1	-1	-1	-1	1	0	0	1	0	1	0	0
1	9	0	1.648	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	0
1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	10	0	0.33	1	0	0	1	-1	-1	-1	1	1	0	0	0
1	10	1	2.307	-1	0	1	0	1	0	0	-1	0	1	0	0
1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	11	0	1.648	-1	0	0	1	-1	-1	-1	-1	0	1	0	0
1	11	1	0.989	1	-1	-1	-1	0	1	0	1	0	0	1	0
1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	12	0	0.989	1	0	1	0	-1	-1	-1	-1	0	1	0	0
1	12	1	0.33	1	0	0	1	1	0	0	-1	-1	-1	-1	0
1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	13	0	0.33	1	-1	-1	-1	0	1	0	-1	-1	-1	-1	0
1	13	1	2.307	1	1	0	0	0	1	0	-1	0	0	1	0
1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	14	0	1.648	1	0	0	1	0	0	1	-1	0	0	1	0
1	14	1	1.648	1	0	1	0	0	0	1	-1	1	0	0	0
1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	15	0	0.33	-1	-1	-1	-1	1	0	0	-1	1	0	0	0
1	15	1	0.33	1	0	0	1	0	0	1	1	1	0	0	0
1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	16	1	2.307	-1	1	0	0	0	1	0	-1	-1	-1	-1	0
1	16	0	1.648	1	0	1	0	1	0	0	1	-1	-1	-1	0
1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	1	0	2.307	-1	0	0	1	0	1	0	1	0	1	0	0
2	1	0	2.307	1	0	0	1	-1	-1	-1	-1	1	0	0	0
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	2	1	0.33	-1	0	1	0	1	0	0	1	0	0	1	0
2	2	0	0.989	1	0	1	0	0	1	0	-1	-1	-1	-1	0
2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	3	0	1.648	1	1	0	0	0	0	1	1	1	0	0	0
2	3	0	2.307	1	0	0	1	0	1	0	1	-1	-1	-1	0
2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	4	0	0.989	-1	-1	-1	-1	0	0	1	1	1	0	0	0
2	4	0	1.648	1	-1	-1	-1	1	0	0	-1	0	0	1	0
2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	5	0	0.989	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0
2	5	0	0.989	1	0	1	0	-1	-1	-1	1	1	0	0	0
2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	6	1	0.989	-1	0	0	1	1	0	0	-1	-1	-1	-1	0
2	6	0	1.648	-1	0	0	1	0	1	0	-1	0	1	0	0
2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	7	0	1.648	-1	1	0	0	-1	-1	-1	1	-1	-1	-1	0
2	7	1	0.33	1	1	0	0	0	0	1	-1	0	1	0	0
2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	8	0	1.648	1	0	1	0	1	0	0	-1	-1	-1	-1	0
2	8	0	2.307	-1	-1	-1	-1	1	0	0	1	1	0	0	0
2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	9	0	2.307	1	-1	-1	-1	0	0	1	-1	0	1	0	0
2	9	1	0.33	-1	0	1	0	0	1	0	1	0	1	0	0
2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	10	0	2.307	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0
2	10	0	2.307	-1	-1	-1	-1	0	0	1	-1	-1	-1	-1	0
2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	11	0	2.307	1	0	0	1	1	0	0	1	0	0	1	0
2	11	1	0.33	1	1	0	0	1	0	0	1	0	0	1	0
2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	12	0	0.989	1	0	0	1	0	1	0	-1	1	0	0	0
2	12	1	0.989	-1	1	0	0	0	0	1	1	-1	-1	-1	0
2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	13	0	0.33	1	1	0	0	-1	-1	-1	-1	0	0	1	0
2	13	0	1.648	-1	0	0	1	-1	-1	-1	1	0	0	1	0
2	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	14	1	0.33	-1	1	0	0	0	0	1	-1	0	1	0	0
2	14	0	0.989	-1	1	0	0	1	0	0	-1	1	0	0	0
2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	15	1	0.33	1	0	1	0	0	1	0	1	0	1	0	0
2	15	0	1.648	1	-1	-1	-1	0	0	1	1	0	1	0	0
2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	16	0	1.648	-1	0	1	0	0	1	0	-1	1	0	0	0
2	16	1	0.33	-1	0	1	0	-1	-1	-1	-1	0	0	1	0
2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	1	0	1.648	-1	-1	-1	-1	0	1	0	1	0	0	1	0
3	1	1	0.989	-1	0	0	1	1	0	0	1	0	1	0	0
3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	2	0	0.33	-1	0	0	1	0	0	1	1	-1	-1	-1	0
3	2	1	0.33	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0
3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	3	0	0.989	-1	1	0	0	1	0	0	1	0	1	0	0
3	3	0	2.307	-1	0	1	0	0	0	1	1	0	0	1	0
3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3	4	1	2.307	1	0	1	0	0	0	1	1	-1	-1	-1	0
3	4	0	0.989	-1	0	0	1	0	0	1	-1	0	0	1	0
3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	5	0	2.307	1	1	0	0	1	0	0	-1	1	0	0	0
3	5	0	0.989	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0
3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3	6	1	0.989	-1	0	1	0	0	0	1	-1	0	0	1	0
3	6	0	2.307	1	1	0	0	-1	-1	-1	1	0	1	0	0
3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	7	0	0.989	1	1	0	0	0	1	0	1	0	0	1	0
3	7	0	0.33	-1	-1	-1	-1	0	1	0	-1	1	0	0	0
3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3	8	0	2.307	-1	0	1	0	-1	-1	-1	1	1	0	0	0
3	8	0	1.648	-1	1	0	0	0	1	0	1	1	0	0	0
3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3	9	1	1.648	1	-1	-1	-1	1	0	0	1	0	1	0	0
3	9	0	1.648	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	0
3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	10	1	0.33	1	0	0	1	-1	-1	-1	1	1	0	0	0
3	10	0	2.307	-1	0	1	0	1	0	0	-1	0	1	0	0
3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	11	0	1.648	-1	0	0	1	-1	-1	-1	-1	0	1	0	0
3	11	1	0.989	1	-1	-1	-1	0	1	0	1	0	0	1	0
3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	12	0	0.989	1	0	1	0	-1	-1	-1	-1	0	1	0	0
3	12	1	0.33	1	0	0	1	1	0	0	-1	-1	-1	-1	0
3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	13	1	0.33	1	-1	-1	-1	0	1	0	-1	-1	-1	-1	0
3	13	0	2.307	1	1	0	0	0	1	0	-1	0	0	1	0
3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	14	1	1.648	1	0	0	1	0	0	1	-1	0	0	1	0
3	14	0	1.648	1	0	1	0	0	0	1	-1	1	0	0	0
3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	15	1	0.33	-1	-1	-1	-1	1	0	0	-1	1	0	0	0
3	15	0	0.33	1	0	0	1	0	0	1	1	1	0	0	0
3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	16	0	2.307	-1	1	0	0	0	1	0	-1	-1	-1	-1	0
3	16	1	1.648	1	0	1	0	1	0	0	1	-1	-1	-1	0
3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	1	1	6.703	-1	0	0	1	0	1	0	1	0	1	0	0
4	1	0	6.703	1	0	0	1	-1	-1	-1	-1	1	0	0	0
4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	2	0	0.958	-1	0	1	0	1	0	0	1	0	0	1	0
4	2	1	2.873	1	0	1	0	0	1	0	-1	-1	-1	-1	0
4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	3	0	4.788	1	1	0	0	0	0	1	1	1	0	0	0
4	3	1	6.703	1	0	0	1	0	1	0	1	-1	-1	-1	0
4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	4	0	2.873	-1	-1	-1	-1	0	0	1	1	1	0	0	0
4	4	1	4.788	1	-1	-1	-1	1	0	0	-1	0	0	1	0
4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	5	1	2.873	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0
4	5	0	2.873	1	0	1	0	-1	-1	-1	1	1	0	0	0
4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	6	1	2.873	-1	0	0	1	1	0	0	-1	-1	-1	-1	0
4	6	0	4.788	-1	0	0	1	0	1	0	-1	0	1	0	0
4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	7	1	4.788	-1	1	0	0	-1	-1	-1	1	-1	-1	-1	0
4	7	0	0.958	1	1	0	0	0	0	1	-1	0	1	0	0
4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	8	1	4.788	1	0	1	0	1	0	0	-1	-1	-1	-1	0
4	8	0	6.703	-1	-1	-1	-1	1	0	0	1	1	0	0	0
4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	9	0	6.703	1	-1	-1	-1	0	0	1	-1	0	1	0	0
4	9	1	0.958	-1	0	1	0	0	1	0	1	0	1	0	0
4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	10	0	6.703	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0
4	10	1	6.703	-1	-1	-1	-1	0	0	1	-1	-1	-1	-1	0
4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	11	0	6.703	1	0	0	1	1	0	0	1	0	0	1	0
4	11	1	0.958	1	1	0	0	1	0	0	1	0	0	1	0
4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	12	0	2.873	1	0	0	1	0	1	0	-1	1	0	0	0
4	12	1	2.873	-1	1	0	0	0	0	1	1	-1	-1	-1	0
4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	13	1	0.958	1	1	0	0	-1	-1	-1	-1	0	0	1	0
4	13	0	4.788	-1	0	0	1	-1	-1	-1	1	0	0	1	0
4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	14	1	0.958	-1	1	0	0	0	0	1	-1	0	1	0	0
4	14	0	2.873	-1	1	0	0	1	0	0	-1	1	0	0	0
4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	15	1	0.958	1	0	1	0	0	1	0	1	0	1	0	0
4	15	0	4.788	1	-1	-1	-1	0	0	1	1	0	1	0	0
4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	16	0	4.788	-1	0	1	0	0	1	0	-1	1	0	0	0
4	16	1	0.958	-1	0	1	0	-1	-1	-1	-1	0	0	1	0
4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	1	0	2.288	-1	-1	-1	-1	0	1	0	1	0	0	1	0
5	1	1	1.373	-1	0	0	1	1	0	0	1	0	1	0	0
5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	2	1	0.458	-1	0	0	1	0	0	1	1	-1	-1	-1	0
5	2	0	0.458	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0
5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	3	0	1.373	-1	1	0	0	1	0	0	1	0	1	0	0
5	3	1	3.203	-1	0	1	0	0	0	1	1	0	0	1	0
5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	4	0	3.203	1	0	1	0	0	0	1	1	-1	-1	-1	0
5	4	1	1.373	-1	0	0	1	0	0	1	-1	0	0	1	0
5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	5	0	3.203	1	1	0	0	1	0	0	-1	1	0	0	0
5	5	1	1.373	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0
5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	6	1	1.373	-1	0	1	0	0	0	1	-1	0	0	1	0
5	6	0	3.203	1	1	0	0	-1	-1	-1	1	0	1	0	0
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	7	0	1.373	1	1	0	0	0	1	0	1	0	0	1	0
5	7	1	0.458	-1	-1	-1	-1	0	1	0	-1	1	0	0	0
5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	8	1	3.203	-1	0	1	0	-1	-1	-1	1	1	0	0	0
5	8	0	2.288	-1	1	0	0	0	1	0	1	1	0	0	0
5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	9	0	2.288	1	-1	-1	-1	1	0	0	1	0	1	0	0
5	9	1	2.288	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	0
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	10	1	0.458	1	0	0	1	-1	-1	-1	1	1	0	0	0
5	10	0	3.203	-1	0	1	0	1	0	0	-1	0	1	0	0
5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	11	1	2.288	-1	0	0	1	-1	-1	-1	-1	0	1	0	0
5	11	0	1.373	1	-1	-1	-1	0	1	0	1	0	0	1	0
5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	12	0	1.373	1	0	1	0	-1	-1	-1	-1	0	1	0	0
5	12	1	0.458	1	0	0	1	1	0	0	-1	-1	-1	-1	0
5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	13	1	0.458	1	-1	-1	-1	0	1	0	-1	-1	-1	-1	0
5	13	0	3.203	1	1	0	0	0	1	0	-1	0	0	1	0
5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	14	1	2.288	1	0	0	1	0	0	1	-1	0	0	1	0
5	14	0	2.288	1	0	1	0	0	0	1	-1	1	0	0	0
5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	15	1	0.458	-1	-1	-1	-1	1	0	0	-1	1	0	0	0
5	15	0	0.458	1	0	0	1	0	0	1	1	1	0	0	0
5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	16	1	3.203	-1	1	0	0	0	1	0	-1	-1	-1	-1	0
5	16	0	2.288	1	0	1	0	1	0	0	1	-1	-1	-1	0
5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6	1	1	3.203	-1	0	0	1	0	1	0	1	0	1	0	0
6	1	0	3.203	1	0	0	1	-1	-1	-1	-1	1	0	0	0
6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6	2	1	0.458	-1	0	1	0	1	0	0	1	0	0	1	0
6	2	0	1.373	1	0	1	0	0	1	0	-1	-1	-1	-1	0
