ID,ChoiceSet,Choice,Safety_DCE,Reliability_DCE,Comfort_DCE,Ease_of_Use_DCE,Convenience_DCE,Efficiency_DCE,Information_DCE,Staff_helpfulness_DCE,Affordability_DCE
1036,5,0,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1036,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1036,6,1,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1036,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1036,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1036,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1036,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1036,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1036,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1036,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1036,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1036,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1036,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1036,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1036,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1036,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1036,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1036,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1036,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1036,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1036,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1036,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1036,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1036,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1036,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1036,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1036,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1036,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1036,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1037,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1037,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1037,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1037,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1037,2,1,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1037,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1037,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1037,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1037,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1037,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1037,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1037,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1037,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1037,4,0,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1037,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1037,4,1,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1037,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1037,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1037,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1037,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1037,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1037,6,0,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1037,6,1,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1037,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1037,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1037,7,1,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1037,7,0,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1037,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1037,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1037,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1037,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1037,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1037,9,0,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1037,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1037,9,1,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1037,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1037,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1037,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1037,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1037,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1037,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1037,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1037,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1037,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1037,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1037,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1037,12,1,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1037,12,0,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1038,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1038,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1038,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1038,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1038,2,1,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1038,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1038,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1038,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1038,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1038,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1038,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1038,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1038,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1038,4,1,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1038,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1038,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1038,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1038,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1038,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1038,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1038,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1038,6,0,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1038,6,1,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1038,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1038,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1038,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1038,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1038,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1038,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1038,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1038,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1038,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1038,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1038,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1038,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1038,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1038,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1038,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1038,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1038,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1038,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1038,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1038,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1038,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1038,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1038,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1038,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1038,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1039,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1039,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1039,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1039,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1039,2,1,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1039,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1039,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1039,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1039,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1039,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1039,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1039,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1039,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1039,4,1,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1039,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1039,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1039,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1039,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1039,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1039,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1039,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1039,6,0,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1039,6,1,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1039,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1039,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1039,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1039,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1039,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1039,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1039,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1039,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1039,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1039,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1039,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1039,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1039,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1039,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1039,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1039,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1039,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1039,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1039,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1039,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1039,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1039,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1039,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1039,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1039,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1040,1,1,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1040,1,0,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1040,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1040,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1040,2,0,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1040,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1040,2,1,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1040,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1040,3,0,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1040,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1040,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1040,3,1,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1040,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1040,4,0,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1040,4,1,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1040,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1040,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1040,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1040,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1040,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1040,6,1,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1040,6,0,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1040,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1040,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1040,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1040,7,1,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1040,7,0,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1040,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1040,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1040,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1040,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1040,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1040,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1040,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1040,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1040,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1040,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1040,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1040,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1040,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1040,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1040,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1040,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1040,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1040,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1040,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1040,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1040,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1041,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1041,1,0,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1041,1,1,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1041,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1041,2,0,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1041,2,1,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1041,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1041,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1041,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1041,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1041,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1041,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1041,4,1,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1041,4,0,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1041,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1041,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1041,5,1,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1041,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1041,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1041,5,0,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1041,6,1,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1041,6,0,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1041,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1041,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1041,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1041,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1041,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1041,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1041,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1041,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1041,8,1,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1041,8,0,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1041,9,0,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1041,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1041,9,1,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1041,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1041,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1041,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1041,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1041,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1041,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1041,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1041,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1041,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1041,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1041,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1041,12,1,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1041,12,0,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1042,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1042,1,0,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1042,1,1,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1042,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1042,2,0,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1042,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1042,2,1,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1042,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1042,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1042,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1042,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1042,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1042,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1042,4,1,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1042,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1042,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1042,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1042,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1042,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1042,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1042,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1042,6,1,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1042,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
